year,month,day,time_of_day,week,rainfall
2019,2,4,Morning,05,0.25
2019,2,4,Night,05,1.75
2019,2,5,Afternoon,05,0.0
2019,2,5,Evening,05,0.0
2019,2,5,Morning,05,0.0
2019,2,5,Night,05,0.75
2019,2,6,Afternoon,05,8.76
2019,2,6,Evening,05,0.0
2019,2,6,Morning,05,26.82
2019,2,6,Night,05,0.0
2019,2,7,Afternoon,05,0.0
2019,2,7,Evening,05,23.509999999999998
2019,2,7,Morning,05,0.25
2019,2,7,Night,05,0.0
2019,2,8,Afternoon,05,0.25
2019,2,8,Evening,05,0.0
2019,2,8,Morning,05,2.0
2019,2,8,Night,05,137.31000000000006
2019,2,9,Afternoon,05,0.0
2019,2,9,Evening,05,0.0
2019,2,9,Morning,05,0.0
2019,2,9,Night,05,0.0
2019,2,10,Afternoon,05,0.75
2019,2,10,Evening,05,0.25
2019,2,10,Morning,05,0.0
2019,2,10,Night,05,0.0
2019,2,11,Afternoon,06,8.0
2019,2,11,Evening,06,0.0
2019,2,11,Morning,06,0.25
2019,2,11,Night,06,0.5
2019,2,12,Afternoon,06,29.04
2019,2,12,Evening,06,45.83
2019,2,12,Morning,06,18.02
2019,2,12,Night,06,1.0
2019,2,13,Afternoon,06,2.5300000000000002
2019,2,13,Evening,06,0.25
2019,2,13,Morning,06,1.5
2019,2,13,Night,06,11.349999999999998
2019,2,14,Afternoon,06,82.55999999999999
2019,2,14,Evening,06,2.0
2019,2,14,Morning,06,59.92999999999998
2019,2,14,Night,06,4.53
2019,2,15,Afternoon,06,8.25
2019,2,15,Evening,06,0.0
2019,2,15,Morning,06,59.25
2019,2,15,Night,06,56.28
2019,2,16,Afternoon,06,2.0
2019,2,16,Evening,06,0.0
2019,2,16,Morning,06,0.0
2019,2,16,Night,06,0.0
2019,2,17,Afternoon,06,0.0
2019,2,17,Evening,06,0.0
2019,2,17,Morning,06,0.0
2019,2,17,Night,06,0.0
2019,2,18,Afternoon,07,12.809999999999999
2019,2,18,Evening,07,0.0
2019,2,18,Morning,07,17.84
2019,2,18,Night,07,2.52
2019,2,19,Afternoon,07,0.25
2019,2,19,Evening,07,0.0
2019,2,19,Morning,07,0.0
2019,2,19,Night,07,0.0
2019,2,20,Afternoon,07,0.25
2019,2,20,Evening,07,31.40000000000001
2019,2,20,Morning,07,0.0
2019,2,20,Night,07,0.0
2019,2,21,Afternoon,07,1.0
2019,2,21,Evening,07,0.0
2019,2,21,Morning,07,1.25
2019,2,21,Night,07,31.170000000000005
2019,2,22,Afternoon,07,0.0
2019,2,22,Evening,07,0.0
2019,2,22,Morning,07,0.0
2019,2,22,Night,07,0.0
2019,2,23,Afternoon,07,0.25
2019,2,23,Evening,07,0.0
2019,2,23,Morning,07,0.0
2019,2,23,Night,07,0.0
2019,2,24,Afternoon,07,15.01
2019,2,24,Evening,07,1.0
2019,2,24,Morning,07,50.36000000000001
2019,2,24,Night,07,144.50000000000014
2019,2,25,Afternoon,08,0.0
2019,2,25,Evening,08,0.0
2019,2,25,Morning,08,0.0
2019,2,25,Night,08,0.0
2019,2,26,Afternoon,08,0.0
2019,2,26,Evening,08,0.0
2019,2,26,Morning,08,0.0
2019,2,26,Night,08,0.0
2019,2,27,Afternoon,08,8.25
2019,2,27,Evening,08,0.0
2019,2,27,Morning,08,0.75
2019,2,27,Night,08,0.0
2019,2,28,Afternoon,08,1.25
2019,2,28,Evening,08,0.0
2019,2,28,Morning,08,32.66000000000001
2019,2,28,Night,08,0.5
2019,3,1,Afternoon,08,0.0
2019,3,1,Evening,08,0.0
2019,3,1,Morning,08,0.0
2019,3,1,Night,08,0.0
2019,3,2,Afternoon,08,59.97999999999999
2019,3,2,Evening,08,0.0
2019,3,2,Morning,08,1.75
2019,3,2,Night,08,0.25
2019,3,3,Afternoon,08,0.0
2019,3,3,Evening,08,0.0
2019,3,3,Morning,08,0.254
2019,3,3,Night,08,0.0
2019,3,4,Afternoon,09,0.25
2019,3,4,Evening,09,0.0
2019,3,4,Morning,09,3.254
2019,3,4,Night,09,0.0
2019,3,5,Afternoon,09,0.0
2019,3,5,Evening,09,0.0
2019,3,5,Morning,09,0.0
2019,3,5,Night,09,0.0
2019,3,6,Afternoon,09,0.0
2019,3,6,Evening,09,0.0
2019,3,6,Morning,09,0.0
2019,3,6,Night,09,0.0
2019,3,7,Afternoon,09,0.0
2019,3,7,Evening,09,0.0
2019,3,7,Morning,09,0.0
2019,3,7,Night,09,0.0
2019,3,8,Afternoon,09,0.0
2019,3,8,Evening,09,0.0
2019,3,8,Morning,09,0.0
2019,3,8,Night,09,0.0
2019,3,9,Afternoon,09,0.0
2019,3,9,Evening,09,0.0
2019,3,9,Morning,09,0.0
2019,3,9,Night,09,0.0
2019,3,10,Afternoon,09,19.282
2019,3,10,Evening,09,14.026
2019,3,10,Morning,09,116.83400000000019
2019,3,10,Night,09,222.3599999999996
2019,3,11,Afternoon,10,0.0
2019,3,11,Evening,10,0.0
2019,3,11,Morning,10,0.0
2019,3,11,Night,10,0.0
2019,3,12,Afternoon,10,0.0
2019,3,12,Evening,10,0.0
2019,3,12,Morning,10,0.0
2019,3,12,Night,10,0.0
2019,3,13,Afternoon,10,1.75
2019,3,13,Evening,10,1.25
2019,3,13,Morning,10,0.0
2019,3,13,Night,10,0.0
2019,3,14,Afternoon,10,21.266
2019,3,14,Evening,10,149.9680000000001
2019,3,14,Morning,10,1.75
2019,3,14,Night,10,0.0
2019,3,15,Afternoon,10,9.504
2019,3,15,Evening,10,14.508
2019,3,15,Morning,10,0.0
2019,3,15,Night,10,44.5
2019,3,16,Afternoon,10,0.5
2019,3,16,Evening,10,0.0
2019,3,16,Morning,10,0.25
2019,3,16,Night,10,0.5
2019,3,17,Afternoon,10,0.0
2019,3,17,Evening,10,0.0
2019,3,17,Morning,10,0.0
2019,3,17,Night,10,0.0
2019,3,18,Afternoon,11,0.0
2019,3,18,Evening,11,0.0
2019,3,18,Morning,11,0.0
2019,3,18,Night,11,0.0
2019,3,19,Afternoon,11,0.0
2019,3,19,Evening,11,0.0
2019,3,19,Morning,11,3.008
2019,3,19,Night,11,0.0
2019,3,20,Afternoon,11,0.0
2019,3,20,Evening,11,0.0
2019,3,20,Morning,11,0.0
2019,3,20,Night,11,0.0
2019,3,21,Afternoon,11,0.0
2019,3,21,Evening,11,0.0
2019,3,21,Morning,11,0.0
2019,3,21,Night,11,10.754
2019,3,22,Afternoon,11,0.75
2019,3,22,Evening,11,0.0
2019,3,22,Morning,11,0.75
2019,3,22,Night,11,0.0
2019,3,23,Afternoon,11,0.0
2019,3,23,Evening,11,0.0
2019,3,23,Morning,11,0.0
2019,3,23,Night,11,0.0
2019,3,24,Afternoon,11,0.0
2019,3,24,Evening,11,0.0
2019,3,24,Morning,11,0.0
2019,3,24,Night,11,0.0
2019,3,25,Afternoon,12,0.0
2019,3,25,Evening,12,0.0
2019,3,25,Morning,12,0.0
2019,3,25,Night,12,0.0
2019,3,26,Afternoon,12,0.0
2019,3,26,Evening,12,0.0
2019,3,26,Morning,12,0.0
2019,3,26,Night,12,0.0
2019,3,27,Afternoon,12,0.0
2019,3,27,Evening,12,0.0
2019,3,27,Morning,12,0.0
2019,3,27,Night,12,0.0
2019,3,28,Afternoon,12,0.25
2019,3,28,Evening,12,0.0
2019,3,28,Morning,12,22.540000000000003
2019,3,28,Night,12,0.0
2019,3,29,Afternoon,12,0.0
2019,3,29,Evening,12,0.0
2019,3,29,Morning,12,0.25
2019,3,29,Night,12,15.629999999999997
2019,3,30,Afternoon,12,178.61999999999998
2019,3,30,Evening,12,174.30999999999995
2019,3,30,Morning,12,297.29999999999967
2019,3,30,Night,12,237.20999999999964
2019,3,31,Afternoon,12,63.989999999999974
2019,3,31,Evening,12,0.25
2019,3,31,Morning,12,240.10999999999956
2019,3,31,Night,12,36.330000000000005
2019,4,1,Afternoon,13,0.0
2019,4,1,Evening,13,0.0
2019,4,1,Morning,13,1.9909999999999999
2019,4,1,Night,13,0.051000000000000024
2019,4,2,Afternoon,13,0.0
2019,4,2,Evening,13,0.0
2019,4,2,Morning,13,0.0
2019,4,2,Night,13,0.0
2019,4,3,Afternoon,13,0.0
2019,4,3,Evening,13,0.0
2019,4,3,Morning,13,1.5
2019,4,3,Night,13,0.0
2019,4,4,Afternoon,13,28.454
2019,4,4,Evening,13,0.0
2019,4,4,Morning,13,2.54
2019,4,4,Night,13,0.0
2019,4,5,Afternoon,13,0.0
2019,4,5,Evening,13,0.25
2019,4,5,Morning,13,0.0
2019,4,5,Night,13,0.0
2019,4,6,Afternoon,13,0.0
2019,4,6,Evening,13,0.0
2019,4,6,Morning,13,0.0
2019,4,6,Night,13,0.0
2019,4,7,Afternoon,13,0.0
2019,4,7,Evening,13,56.64099999999999
2019,4,7,Morning,13,0.0
2019,4,7,Night,13,0.0
2019,4,8,Afternoon,14,0.25
2019,4,8,Evening,14,0.0
2019,4,8,Morning,14,10.679999999999989
2019,4,8,Night,14,109.3210000000002
2019,4,9,Afternoon,14,0.0
2019,4,9,Evening,14,0.0
2019,4,9,Morning,14,1.25
2019,4,9,Night,14,4.445999999999999
2019,4,10,Afternoon,14,0.25
2019,4,10,Evening,14,0.0
2019,4,10,Morning,14,0.25
2019,4,10,Night,14,0.0
2019,4,11,Afternoon,14,20.76500000000001
2019,4,11,Evening,14,0.25
2019,4,11,Morning,14,0.056
2019,4,11,Night,14,0.0
2019,4,12,Afternoon,14,50.81899999999997
2019,4,12,Evening,14,0.25
2019,4,12,Morning,14,0.0
2019,4,12,Night,14,0.5
2019,4,13,Afternoon,14,0.0
2019,4,13,Evening,14,2.222
2019,4,13,Morning,14,0.0
2019,4,13,Night,14,0.0
2019,4,14,Afternoon,14,192.2299999999999
2019,4,14,Evening,14,579.8499999999958
2019,4,14,Morning,14,103.623
2019,4,14,Night,14,2.801
2019,4,15,Afternoon,15,0.029
2019,4,15,Evening,15,0.0
2019,4,15,Morning,15,5.27
2019,4,15,Night,15,34.300000000000004
2019,4,16,Afternoon,15,4.5520000000000005
2019,4,16,Evening,15,0.8389999900000003
2019,4,16,Morning,15,8.639000000000001
2019,4,16,Night,15,0.0
2019,4,17,Afternoon,15,43.326
2019,4,17,Evening,15,0.75
2019,4,17,Morning,15,0.67
2019,4,17,Night,15,0.495
2019,4,18,Afternoon,15,0.25
2019,4,18,Evening,15,63.23300001099997
2019,4,18,Morning,15,0.0
2019,4,18,Night,15,5.003000001
2019,4,19,Afternoon,15,131.18600000999993
2019,4,19,Evening,15,287.3639999999993
2019,4,19,Morning,15,270.3860000109999
2019,4,19,Night,15,22.10699998999999
2019,4,20,Afternoon,15,210.66400003200005
2019,4,20,Evening,15,0.9680000000000001
2019,4,20,Morning,15,99.98499998300007
2019,4,20,Night,15,60.55800000499998
2019,4,21,Afternoon,15,0.398
2019,4,21,Evening,15,0.6960000000000001
2019,4,21,Morning,15,1.147
2019,4,21,Night,15,0.762
2019,4,22,Afternoon,16,0.25
2019,4,22,Evening,16,0.0
2019,4,22,Morning,16,105.025
2019,4,22,Night,16,0.134
2019,4,23,Afternoon,16,169.96400000199995
2019,4,23,Evening,16,0.0
2019,4,23,Morning,16,0.152
2019,4,23,Night,16,0.0
2019,4,24,Afternoon,16,2.28
2019,4,24,Evening,16,0.10600000000000001
2019,4,24,Morning,16,0.0
2019,4,24,Night,16,0.0
2019,4,25,Afternoon,16,4.856999999999999
2019,4,25,Evening,16,1.4949999999999994
2019,4,25,Morning,16,0.21600000000000003
2019,4,25,Night,16,0.7440000000000001
2019,4,26,Afternoon,16,8.177999999999999
2019,4,26,Evening,16,4.1480000100000005
2019,4,26,Morning,16,220.4959999909995
2019,4,26,Night,16,398.82600001199836
2019,4,27,Afternoon,16,0.08199999999999999
2019,4,27,Evening,16,0.0
2019,4,27,Morning,16,0.0
2019,4,27,Night,16,0.25
2019,4,28,Afternoon,16,0.0
2019,4,28,Evening,16,0.079
2019,4,28,Morning,16,0.0
2019,4,28,Night,16,0.031
2019,4,29,Afternoon,17,10.932000000999997
2019,4,29,Evening,17,7.403999999999997
2019,4,29,Morning,17,0.0
2019,4,29,Night,17,1.216
2019,4,30,Afternoon,17,0.248
2019,4,30,Evening,17,4.441999999999996
2019,4,30,Morning,17,1.052
2019,4,30,Night,17,0.0
2019,5,1,Afternoon,17,374.67599990399964
2019,5,1,Evening,17,13.30000000299998
2019,5,1,Morning,17,35.006000002000015
2019,5,1,Night,17,221.02600006199953
2019,5,2,Afternoon,17,2.7840000000000003
2019,5,2,Evening,17,23.69199998
2019,5,2,Morning,17,2.4579999999999953
2019,5,2,Night,17,0.17700000000000005
2019,5,3,Afternoon,17,1.9019999999999995
2019,5,3,Evening,17,0.159
2019,5,3,Morning,17,127.49400002700025
2019,5,3,Night,17,484.50000011599894
2019,5,4,Afternoon,17,3.535000011
2019,5,4,Evening,17,2.7110000009999973
2019,5,4,Morning,17,11.327000010999996
2019,5,4,Night,17,1.2700000029999998
2019,5,5,Afternoon,17,1.5280000000000002
2019,5,5,Evening,17,4.034000001999998
2019,5,5,Morning,17,3.7010000119999953
2019,5,5,Night,17,2.689000001999995
2019,5,6,Afternoon,18,3.701
2019,5,6,Evening,18,1.5179999999999993
2019,5,6,Morning,18,1.9399999999999988
2019,5,6,Night,18,4.2820000109999965
2019,5,7,Afternoon,18,5.21699999
2019,5,7,Evening,18,2.5279999999999982
2019,5,7,Morning,18,4.612000000999998
2019,5,7,Night,18,83.54800002600014
2019,5,8,Afternoon,18,14.787999999999997
2019,5,8,Evening,18,1.8169999999999997
2019,5,8,Morning,18,2.6840000089999987
2019,5,8,Night,18,1.0250000010000004
2019,5,9,Afternoon,18,245.7330000149997
2019,5,9,Evening,18,54.21900005399999
2019,5,9,Morning,18,0.7440000000000001
2019,5,9,Night,18,1.2959999999999994
2019,5,10,Afternoon,18,5.177999999999999
2019,5,10,Evening,18,3.068999999999998
2019,5,10,Morning,18,23.954000001000008
2019,5,10,Night,18,409.2760000139987
2019,5,11,Afternoon,18,7.234000009999996
2019,5,11,Evening,18,1.592000001999999
2019,5,11,Morning,18,12.265999990999994
2019,5,11,Night,18,5.683999989999999
2019,5,12,Afternoon,18,36.16000002700007
2019,5,12,Evening,18,128.1080000190008
2019,5,12,Morning,18,1.319
2019,5,12,Night,18,2.9409999999999994
2019,5,13,Afternoon,19,52.85500002900014
2019,5,13,Evening,19,67.5710000420002
2019,5,13,Morning,19,78.76500004000046
2019,5,13,Night,19,167.7770000759999
2019,5,14,Afternoon,19,3.016
2019,5,14,Evening,19,5.68
2019,5,14,Morning,19,5.109000003999991
2019,5,14,Night,19,28.272000041000066
2019,5,15,Afternoon,19,30.193999999999996
2019,5,15,Evening,19,10.883999998999991
2019,5,15,Morning,19,6.253999999999992
2019,5,15,Night,19,10.123000000999982
2019,5,16,Afternoon,19,7.469000001
2019,5,16,Evening,19,29.931999990000026
2019,5,16,Morning,19,10.661000001000003
2019,5,16,Night,19,4.834000010999999
2019,5,17,Afternoon,19,4.90799999
2019,5,17,Evening,19,2.081000001
2019,5,17,Morning,19,8.799000009999999
2019,5,17,Night,19,5.063000024999989
2019,5,18,Afternoon,19,6.246
2019,5,18,Evening,19,1.5179999999999998
2019,5,18,Morning,19,11.488999972000002
2019,5,18,Night,19,7.696000002999993
2019,5,19,Afternoon,19,8.250999999999994
2019,5,19,Evening,19,164.1469999990002
2019,5,19,Morning,19,18.569000001999992
2019,5,19,Night,19,3.2589999989999976
2019,5,20,Afternoon,20,4.093
2019,5,20,Evening,20,1.1330000000000005
2019,5,20,Morning,20,9.097000000999998
2019,5,20,Night,20,4.660000001999993
2019,5,21,Afternoon,20,5.075999990000002
2019,5,21,Evening,20,2.353000000999998
2019,5,21,Morning,20,4.3569999999999975
2019,5,21,Night,20,4.484999999999998
2019,5,22,Afternoon,20,4.319000011
2019,5,22,Evening,20,2.470999999999998
2019,5,22,Morning,20,3.6769999919999985
2019,5,22,Night,20,7.278000010999996
2019,5,23,Afternoon,20,9.238000001000001
2019,5,23,Evening,20,1.6129999999999995
2019,5,23,Morning,20,21.456000034000006
2019,5,23,Night,20,4.642000002999999
2019,5,24,Afternoon,20,12.999000010000001
2019,5,24,Evening,20,4.037999998999997
2019,5,24,Morning,20,8.515999980000002
2019,5,24,Night,20,2.7190000009999986
2019,5,25,Afternoon,20,628.6750000949992
2019,5,25,Evening,20,8.508000012999995
2019,5,25,Morning,20,451.59900002299906
2019,5,25,Night,20,4.3600000029999935
2019,5,26,Afternoon,20,4.005000009999999
2019,5,26,Evening,20,1.8589999989999997
2019,5,26,Morning,20,16.34000001
2019,5,26,Night,20,8.726000011999998
2019,5,27,Afternoon,21,5.159000000000001
2019,5,27,Evening,21,0.6400000010000001
2019,5,27,Morning,21,11.226999990000003
2019,5,27,Night,21,4.4050000109999985
2019,5,28,Afternoon,21,27.724000013000012
2019,5,28,Evening,21,1.4260000029999984
2019,5,28,Morning,21,12.530000032999972
2019,5,28,Night,21,111.9630000300004
2019,5,29,Afternoon,21,9.276000009999995
2019,5,29,Evening,21,3.352000000999998
2019,5,29,Morning,21,11.064000006999988
2019,5,29,Night,21,2.0770000039999843
2019,5,30,Afternoon,21,5.10699999
2019,5,30,Evening,21,0.8560000000000001
2019,5,30,Morning,21,13.338000004999996
2019,5,30,Night,21,7.385000001999992
2019,5,31,Afternoon,21,6.835999979999999
2019,5,31,Evening,21,1.9539999999999997
2019,5,31,Morning,21,7.027999999
2019,5,31,Night,21,3.921000009999997
2019,6,1,Afternoon,21,12.680999999999997
2019,6,1,Evening,21,10.65300000199997
2019,6,1,Morning,21,13.240000000999995
2019,6,1,Night,21,3.1089999999999978
2019,6,2,Afternoon,21,4.207999999999999
2019,6,2,Evening,21,1.5109999999999995
2019,6,2,Morning,21,14.321999990999995
2019,6,2,Night,21,116.83500004200008
2019,6,3,Afternoon,22,4.86
2019,6,3,Evening,22,1.7229999999999996
2019,6,3,Morning,22,6.966000000000002
2019,6,3,Night,22,1.9129999989999995
2019,6,4,Afternoon,22,6.028999989
2019,6,4,Evening,22,3.1270000039999997
2019,6,4,Morning,22,9.270000017999996
2019,6,4,Night,22,8.979000008000002
2019,6,5,Afternoon,22,426.8929999829996
2019,6,5,Evening,22,85.84499994400052
2019,6,5,Morning,22,52.08399998899999
2019,6,5,Night,22,37.72699998500003
2019,6,6,Afternoon,22,3.403
2019,6,6,Evening,22,3.014999990999999
2019,6,6,Morning,22,11.020000019
2019,6,6,Night,22,6.739000018999964
2019,6,7,Afternoon,22,4.122999999999999
2019,6,7,Evening,22,2.9789999999999996
2019,6,7,Morning,22,10.595000010999994
2019,6,7,Night,22,7.022999994999999
2019,6,8,Afternoon,22,5.173999998999996
2019,6,8,Evening,22,3.806000001999998
2019,6,8,Morning,22,4.368999999999999
2019,6,8,Night,22,4.017999999
2019,6,9,Afternoon,22,8.125000019999995
2019,6,9,Evening,22,3.167999981999997
2019,6,9,Morning,22,10.084000001999993
2019,6,9,Night,22,4.935000003999994
2019,6,10,Afternoon,23,318.31600011999996
2019,6,10,Evening,23,99.44600003000023
2019,6,10,Morning,23,534.4320000449987
2019,6,10,Night,23,161.82900011400002
2019,6,11,Afternoon,23,10.179000000000004
2019,6,11,Evening,23,7.774000009999998
2019,6,11,Morning,23,9.668000000000003
2019,6,11,Night,23,4.267000000999998
2019,6,12,Afternoon,23,5.799999999999999
2019,6,12,Evening,23,2.9840000000000013
2019,6,12,Morning,23,11.164999988999998
2019,6,12,Night,23,11.94599997999999
2019,6,13,Afternoon,23,353.3819998519992
2019,6,13,Evening,23,10.569000000999997
2019,6,13,Morning,23,400.37000001200016
2019,6,13,Night,23,188.21099999800003
2019,6,14,Afternoon,23,4.334
2019,6,14,Evening,23,2.00400001
2019,6,14,Morning,23,7.070999999999998
2019,6,14,Night,23,2.739
2019,6,15,Afternoon,23,4.964999999999996
2019,6,15,Evening,23,11.94600000499999
2019,6,15,Morning,23,5.514000001000001
2019,6,15,Night,23,6.683000020999997
2019,6,16,Afternoon,23,11.370000009999995
2019,6,16,Evening,23,8.099000002999993
2019,6,16,Morning,23,9.377000000999999
2019,6,16,Night,23,4.687000002999997
2019,6,17,Afternoon,24,8.555000000000003
2019,6,17,Evening,24,3.204000003999997
2019,6,17,Morning,24,13.56600011
2019,6,17,Night,24,2.817000000999996
2019,6,18,Afternoon,24,9.400999999999998
2019,6,18,Evening,24,3.025999999999998
2019,6,18,Morning,24,10.343000000999998
2019,6,18,Night,24,3.9270000109999987
2019,6,19,Afternoon,24,7.005000009999999
2019,6,19,Evening,24,3.5289999999999995
2019,6,19,Morning,24,14.976000009999996
2019,6,19,Night,24,6.151000003999993
2019,6,20,Afternoon,24,435.7620000299993
2019,6,20,Evening,24,617.5600001209983
2019,6,20,Morning,24,119.46699999000039
2019,6,20,Night,24,38.28600000400001
2019,6,21,Afternoon,24,5.253
2019,6,21,Evening,24,0.397
2019,6,21,Morning,24,13.244
2019,6,21,Night,24,16.035999997999987
2019,6,22,Afternoon,24,6.29499999
2019,6,22,Evening,24,2.1330000000000005
2019,6,22,Morning,24,7.714000019999999
2019,6,22,Night,24,1.3800000000000006
2019,6,23,Afternoon,24,3.6289999999999996
2019,6,23,Evening,24,3.4000000009999987
2019,6,23,Morning,24,15.064999999999998
2019,6,23,Night,24,3.176999999999999
2019,6,24,Afternoon,25,5.328000009999998
2019,6,24,Evening,25,202.90100002200023
2019,6,24,Morning,25,4.2970000049999975
2019,6,24,Night,25,5.618999998999995
2019,6,25,Afternoon,25,7.653
2019,6,25,Evening,25,3.6529999999999974
2019,6,25,Morning,25,7.408000020999997
2019,6,25,Night,25,439.2530000169972
2019,6,26,Afternoon,25,10.450000000000001
2019,6,26,Evening,25,4.149999998999999
2019,6,26,Morning,25,24.736000000000008
2019,6,26,Night,25,34.19300000000002
2019,6,27,Afternoon,25,4.696999999999999
2019,6,27,Evening,25,3.661000000999999
2019,6,27,Morning,25,18.25
2019,6,27,Night,25,7.746999991999994
2019,6,28,Afternoon,25,47.46600000699996
2019,6,28,Evening,25,130.31200000500002
2019,6,28,Morning,25,19.763000013
2019,6,28,Night,25,5.821000000999995
2019,6,29,Afternoon,25,13.359999999999996
2019,6,29,Evening,25,1.469000012
2019,6,29,Morning,25,16.174999981
2019,6,29,Night,25,285.7150000070003
2019,6,30,Afternoon,25,7.12800001
2019,6,30,Evening,25,3.513000019999998
2019,6,30,Morning,25,6.575000000000002
2019,6,30,Night,25,2.0629999990000005
2019,7,1,Afternoon,26,8.116999990999997
2019,7,1,Evening,26,2.4689999999999985
2019,7,1,Morning,26,11.016000001999998
2019,7,1,Night,26,3.5889999999999977
2019,7,2,Afternoon,26,20.182000002000002
2019,7,2,Evening,26,3.9460000009999967
2019,7,2,Morning,26,6.871999999999999
2019,7,2,Night,26,13.02700000399999
2019,7,3,Afternoon,26,9.184000002
2019,7,3,Evening,26,3.3310000089999954
2019,7,3,Morning,26,17.974000012999998
